model_name,audio_filename,reference_original,hypothesis_original,hypothesis_fixed,wer_before,wer_after
whisper-medium-int8_beam5,test_00051.wav,да это отсутствие долго живущих бранчей другими словами отсутствие какого то кода но код сам по себе даже если он не проинтегрирован это ведь не такая уж и проблема казалось бы ну да ну фича неможко пылится на полке ну чуть позже ее там юзер получит ну все так,"Да, это отсутствие долгоживущей бранчей. Другими словами отсутствие какого-то кода. Но код сам по себе, даже если он не проинтегрирован, это ведь не такая уж и проблема, казалось бы. Ну да, фича немножко пылится на полке, но чуть позже ее там юзер получит. Вот все так.","Да, это отсутствие долгоживущей бранчей. Другими словами отсутствие какого-то кода. Но код сам по себе, даже если он не проинтегрирован, это ведь не такая уж и проблема, казалось бы. Ну да, фича немножко пылится на полке, но чуть позже ее там юзер получит. Вот все так.",0.1224,0.1224
whisper-medium-int8_beam5,test_00052.wav,то есть мы в каждый момент времени знаем про звук еще какое то такое распределение частот и связано это с тем что наше ухо на самом деле примерно так же и воспринимает звук то есть мы не просто амплитуду понимаем что вот где то там громче где то тише а наше ухо еще понимает что вот этот звук выше этот ниже этот голос более высокий этот голос низкий,"То есть мы в каждый момент времени знаем про звук ещё и какое-то такое распределение частот. И связано это с тем, что наше ухо на самом деле примерно также и воспринимает звук. То есть мы не просто амплитуду понимаем, что вот где-то там громче, где-то тише, а наше ухо ещё понимает, что вот этот звук выше, этот ниже, этот голос более высокий, этот голос низкий.","То есть мы в каждый момент времени знаем про звук ещё и какое-то такое распределение частот. И связано это с тем, что наше ухо на самом деле примерно также и воспринимает звук. То есть мы не просто амплитуду понимаем, что вот где-то там громче, где-то тише, а наше ухо ещё понимает, что вот этот звук выше, этот ниже, этот голос более высокий, этот голос низкий.",0.0735,0.0735
whisper-medium-int8_beam5,test_00053.wav,краеугольным камнем любых алгоритмов машинного обучения является прежде всего обобщающая способность когда мы обучаем некоторую модель у нас есть обучающая выборка у нас есть функция ошибки и наша задача сводится в общем то к оптимизационной задаче мы минимизируем функцию ошибки по параметрам нашей модели на обучающей выборке но на самом деле хотим то мы не этого мы не обучающую ошибку хотим минимизировать,"Краеугольным камнем у любых алгоритмов машинного обучения является, прежде всего, обобщающая способность. Когда мы обучаем некоторую модель, у нас есть обучающая выборка, у нас есть функция ошибки, и наша задача сводится в общем-то к оптимизационной задаче. Мы минимизируем функцию ошибки по параметрам нашей модели на обучающей выборке. Но на самом деле хотим-то мы не этого. Мы не обучающую ошибку хотим минимизировать.","Краеугольным камнем у любых алгоритмов машинного обучения является, прежде всего, обобщающая способность. Когда мы обучаем некоторую модель, у нас есть обучающая выборка, у нас есть функция ошибки, и наша задача сводится в общем-то к оптимизационной задаче. Мы минимизируем функцию ошибки по параметрам нашей модели на обучающей выборке. Но на самом деле хотим-то мы не этого. Мы не обучающую ошибку хотим минимизировать.",0.0161,0.0161
whisper-medium-int8_beam5,test_00054.wav,ничего страшного не произойдет я так понимаю мы наверное скорее всего один только совет дадим ставим opcode и в общем смотрим что opcode указал серым удаляем это все,"ничего страшного не произойдет. Я так понимаю, мы, наверное, скорее всего, один только совет дадим, ставим обкод и, в общем, смотрим, что обкод указал серым, удаляем это все.","Ничего страшного не произойдет. Я так понимаю, мы, наверное, скорее всего, один только совет дадим, ставим обкод и, в общем, смотрим, что обкод указал серым, удаляем это все.",0.0714,0.0714
whisper-medium-int8_beam5,test_00055.wav,если твоя ситуация зашла в проблемную область или в тупик это автоматически означает что твоих интеллектуальных усилий недостаточно для того чтобы она туда не зашла сейчас попытаюсь другую аналогию привести есть такая фраза в программировании отладка программы требует в два раза или в три раза больше интеллектуальных усилий чем написание кода поэтому если код ты написал на максимуме своих интеллектуальных возможностей отладить эту программу ты уже не сможешь,"Если твоя ситуация зашла в проблемную область или в тупик, это автоматически означает, что твоих интеллектуальных усилий недостаточно для того, чтобы она туда не зашла. Сейчас попытаюсь другую аналогию провести. Есть такая фраза в программировании. Отладка программы требует в два раза или в три раза больше интеллектуальных усилий, чем написание кода. Поэтому если код ты написал на максимуме своих интеллектуальных возможностей, отладить эту программу ты уже не сможешь.","Если твоя ситуация зашла в проблемную область или в тупик, это автоматически означает, что твоих интеллектуальных усилий недостаточно для того, чтобы она туда не зашла. Сейчас попытаюсь другую аналогию провести. Есть такая фраза в программировании: отладка программы требует в два раза или в три раза больше интеллектуальных усилий, чем написание кода. Поэтому если код ты написал на максимуме своих интеллектуальных возможностей, отладить эту программу ты уже не сможешь.",0.0147,0.0147
whisper-medium-int8_beam5,test_00056.wav,но этому было посвящено первые 10 минут поэтому я сразу подумал а что будет еще 50 и идея всего доклада что человек или спикер рассказывает про разные кейсы какой паттерн можно было бы юзать для каждого и почему нет то есть там будет целая табличка с тем какие профиты и какие минусы для каждого кейса я помню был прекрасный доклад на медиуме для ну не то что новичков а даже для средних разработчиков где человек быстро прошелся по всем архитектурам,"Но этому было посвящено первых 10 минут, поэтому я сразу подумал, а что будет еще 50? И идея всего доклада, что человек или спикер рассказывает про разные кейсы, какой паттерн можно было бы юзать для каждого и почему нет. То есть там будут целые таблички с тем, что какие профиты, какие минусы для каждого кейса. Я помню, был прекрасный доклад на медиуме, ну не то что для новичков, даже для средних разработчиков, где человек просто быстро прошелся по всем архитектурам.","Но этому было посвящено первых 10 минут, поэтому я сразу подумал, а что будет еще 50? И идея всего доклада, что человек или спикер рассказывает про разные кейсы, какой паттерн можно было бы юзать для каждого и почему нет. То есть там будут целые таблички с тем, что какие профиты, какие минусы для каждого кейса. Я помню, был прекрасный доклад на Medium, ну не то что для новичков, даже для средних разработчиков, где человек просто быстро прошелся по всем архитектурам.",0.125,0.1375
whisper-medium-int8_beam5,test_00057.wav,смотри во первых мы когда отбирали датасет для обучения мы валидировали что вот здесь скорее всего плохое совпадение это надо выкинуть и брали то где мы были уверены что совпадение есть,"Смотри, во-первых, мы когда отбирали датасет для обучения, мы валидировали, что вот здесь, скорее всего, плохое совпадение, это надо выкинуть, и брали то, где мы были уверены, что совпадение есть.","Смотри, во-первых, мы когда отбирали датасет для обучения, мы валидировали, что вот здесь, скорее всего, плохое совпадение, это надо выкинуть, и брали то, где мы были уверены, что совпадение есть.",0.0,0.0
whisper-medium-int8_beam5,test_00058.wav,но егор конечно прав что при обучении студентов нехватка проблем в их жизни которые бы нужно было решать с помощью языков программирования она безусловно сказывается это всегда так это вот когда например какие нибудь haskell евские монады начинают объяснять javascript ерам а там на хабре миллион статей на эту тему мы на самом деле сталкиваемся ровно с тем же,"Но Егор, конечно, прав, что при обучении студентов нехватка проблем в их жизни, которые бы нужно было решать с помощью языков программирования, она, безусловно, сказывается. Это всегда так. Это вот когда, например, какие-нибудь Хаскелевские монады начинают объяснять Джелоскриптерам, а там на Хабре миллион статей на эту тему, мы на самом деле сталкиваемся ровно с тем же.","Но Егор, конечно, прав, что при обучении студентов нехватка проблем в их жизни, которые бы нужно было решать с помощью языков программирования, она, безусловно, сказывается. Это всегда так. Это вот когда, например, какие-нибудь Haskell-овские монады начинают объяснять JavaScript-разработчикам, а там на Хабре миллион статей на эту тему, мы на самом деле сталкиваемся ровно с тем же.",0.0678,0.0339
whisper-medium-int8_beam5,test_00059.wav,они были очень продвинутые в плане управленческих компетенций там были лучшие из лучших мировые менеджеры у них были все возможные метрики и все возможные ресурсы вычислительные и прочие для того чтобы строить свою стратегию на этих метриках и все эти компании просрали все полимеры,"Они были очень продвинутые в плане управленческих компетенций. Там были лучшие из лучших мировые менеджеры. У них были все возможные метрики и все возможные ресурсы вычислительные и прочее для того, чтобы строить свою стратегию на этих метриках. И все эти компании просрали все полимеры.","Они были очень продвинутые в плане управленческих компетенций. Там были лучшие из лучших мировые менеджеры. У них были все возможные метрики и все возможные ресурсы, вычислительные и прочее, для того, чтобы строить свою стратегию на этих метриках. И все эти компании просрали все полимеры.",0.0227,0.0227
whisper-medium-int8_beam5,test_00060.wav,человек недавно ставший тимлидом и который сказал знаешь заходит в чатик и говорит ребята меня вчера сделали тимлидом с чего мне начать и ему там дают ссылку что в первые девяносто дней ты должен и дальше там по порядку one on one performance review там пятое десятое очень легко натащить этого всего,"Человек, недавно ставший темлидом и который сказал, знаешь, заходит в чате, говорит, ребята, меня вчера сделали темлидом, с чего мне начать? И ему там дают ссылку, что в первые 90 дней ты должен. И дальше, там по порядку. One on one, 360, performance review, там пятые десятые. Очень легко натащить этого всего.","Человек, недавно ставший тимлидом и который сказал, знаешь, заходит в чате, говорит, ребята, меня вчера сделали тимлидом, с чего мне начать? И ему там дают ссылку, что в первые 90 дней ты должен. И дальше, там по порядку. One on one, 360, performance review, там пятые, десятые. Очень легко натащить всего этого.",0.1538,0.1538
whisper-medium-int8_beam5,test_00061.wav,и бывает такое что вот здесь могут путаться просто потому что картины вот этих вот пиков найденных особенно если вот говорить про старые алгоритмы они могут быть очень похожи такое может быть,"И бывает такое, что здесь могут путаться просто потому, что картины вот этих вот пиков, найденных, особенно про старые алгоритмы, они могут быть очень похожи. Такое может быть.","И бывает такое, что здесь могут путаться просто потому, что картины вот этих вот пиков, найденных, особенно про старые алгоритмы, они могут быть очень похожи. Такое может быть.",0.125,0.125
whisper-medium-int8_beam5,test_00062.wav,да это отсутствие долго живущих бранчей другими словами отсутствие какого то кода но код сам по себе даже если он не проинтегрирован это ведь не такая уж и проблема казалось бы ну да ну фича неможко пылится на полке ну чуть позже ее там юзер получит ну все так,"Да, это отсутствие долгоживущей бранчей. Другими словами отсутствие какого-то кода. Но код сам по себе, даже если он не проинтегрирован, это ведь не такая уж и проблема, казалось бы. Ну да, фича немножко пылится на полке, но чуть позже ее там юзер получит. Вот все так.","Да, это отсутствие долгоживущей бранчей. Другими словами отсутствие какого-то кода. Но код сам по себе, даже если он не проинтегрирован, это ведь не такая уж и проблема, казалось бы. Ну да, фича немножко пылится на полке, но чуть позже ее там юзер получит. Вот все так.",0.1224,0.1224
whisper-medium-int8_beam5,test_00063.wav,каждый должен подстраивать под себя кстати вот про разминку мне кажется это хороший поинт ну то есть мы там до этого обсуждали историю про травмы и так далее мне кажется то что в принципе история про сделать какую то разминку разогреть мышцы это фактор который позволит те же самые мышцы травмировать в конечном счете,"каждый должен подстраивать под себя. Кстати, вот про разминку, мне кажется, это хороший поинт. Мы там до этого обсуждали историю про травмы и так далее. Мне кажется, что в принципе история про сделать какую-то разминку, разогреть мышцы, это фактор, который позволит меньше те же самые мышцы травмировать в конечном счете.","каждый должен подстраивать под себя. Кстати, вот про разминку, мне кажется, это хороший поинт. Мы там до этого обсуждали историю про травмы и так далее. Мне кажется, что в принципе история про сделать какую-то разминку, разогреть мышцы, это фактор, который позволит меньше те же самые мышцы травмировать в конечном счете.",0.0926,0.0926
whisper-medium-int8_beam5,test_00064.wav,про то как сейчас принято делать как раз таки в распределенных больших системах ну то есть мне нужно там логи посмотреть собрать их в кучу как это сейчас работает мы собираем логи с разных сервисов или мы с разных сервисов логи все сваливаем в одну кучу и смотрим там о это все по разному работает минутка рекламы у нас даже есть отдельный продукт для логов под названием вектор который помогает тебе настроить целый пайплайн обработки своих логов,"про то, как сейчас принято делать как раз таки в распределенных каких-то больших системах. Ну, то есть мне нужно там логи посмотреть, собрать их в кучу. Как это сейчас работает? Мы собираем логи с разных сервисов или мы с разных сервисов логи все сваливаем в одну кучу и смотрим там? Ой, это все по-разному работает. Минутка рекламы, у нас даже есть отдельный продукт для логов под названием Vector, который помогает тебе настроить целый pipeline обработки своих логов.","про то, как сейчас принято делать как раз таки в распределенных каких-то больших системах. Ну, то есть мне нужно там логи посмотреть, собрать их в кучу. Как это сейчас работает? Мы собираем логи с разных сервисов или мы с разных сервисов логи все сваливаем в одну кучу и смотрим там? Ой, это все по-разному работает. Минутка рекламы, у нас даже есть отдельный продукт для логов под названием Vector, который помогает тебе настроить целый pipeline обработки своих логов.",0.0649,0.0649
gigaam_ctc,test_00000.wav,не я делал карты потом я ушел делать яндекс поиск потом этот яндекс поиск стал яндекс браузером там я руководил группой,не я делал карты потом я ушел делать яндекс поиск потом этот яндекс поиск стал яндекс браузером там я руководил группой,"не я делал карты потом я ушел делать Яндекс Поиск, потом этот Яндекс Поиск стал Яндекс Браузером, там я руководил группой",0.0,0.0
gigaam_ctc,test_00001.wav,егор мне перед выпуском уже показывал в гости мы сегодня позвали даню пилина создателя онлайн школы по шахматам skyeng product owner а и сейчас развивает стартап по лидогенерации,егор мне перед выпуском уже показывал в гости мы сегодня позвали даню пилина создателя онлайн школы по шахматам скайэнг продектоунера и сейчас развивает стартап по лидегенерации,"Егор мне перед выпуском уже показывал, в гости мы сегодня позвали Даню Пилина, создателя онлайн-школы по шахматам SkyEng, продектоунера, и сейчас развивает стартап по лид-генерации.",0.1786,0.1786
gigaam_ctc,test_00002.wav,это очень хороший вопрос вот ну вы правы потому что 500 часов на разборах падений вот я достаточно долгое время работал в aws aws очень хорошая практика именно того как мы смотрим на операции различные системы что мы делаем когда они падают что мы делаем когда они не падают что мы делаем чтобы они не падали вот идеально вообще очень хорошо когда они не падают и сейчас я занимаюсь как раз application performance мониторингом в компании datadog то есть,то очень хороший вопрос вот но вы правы потому что пятьсот часов на разбор их падений вот я достаточно долгое время работал вей даблс вей даблс очень хорошая практика именно того как мы смотрим на операции ра различных системы что мы делаем когда они падают что мы делаем когда они не падают что мы делаем чтобы они не падали вот идеально вообще очень хорошо когда они не падают и сейчас я занимаюсь как раз апликейшн перфоманс мониторингом в компании дейта дох то есть,"то очень хороший вопрос, вот но вы правы, потому что пятьсот часов на разбор их падений. Вот я достаточно долгое время работал вей дабблс, вей дабблс — очень хорошая практика, именно того, как мы смотрим на операции в различных системах, что мы делаем, когда они падают, что мы делаем, когда они не падают, что мы делаем, чтобы они не падали. Вот идеально, вообще, очень хорошо, когда они не падают, и сейчас я занимаюсь как раз application performance monitoring в компании DataDock.",0.1899,0.2025
gigaam_ctc,test_00003.wav,мой любимый фокус observability мы понимаем когда системе станет плохо грубо говоря в два часа ночи ваша система упадет с отказом по памяти будьте готовы к этому пожалуйста вот это и есть observability это один ее аспект а второй аспект который для меня на самом деле самый важный обычно мы не знаем что нам нужно знать о системе в тот момент когда мы ее разрабатываем,мой любимый фокус обзеробирити мы понимаем когда системе станет плохо грубо говоря в два часа ночи ваша система упадет с отказом по памяти будьте готовы к этому пожалуйста вот это и есть обзеробирити это один ее аспект а второй аспект который для меня на самом деле самый важный обычно мы не знаем что нам нужно знать о системе в тот момент когда мы ее разрабатываем,"мой любимый фокус observability мы понимаем когда системе станет плохо, грубо говоря, в два часа ночи ваша система упадет с отказом по памяти, будьте готовы к этому, пожалуйста. Вот это и есть observability, это один ее аспект, а второй аспект, который для меня на самом деле самый важный, обычно мы не знаем, что нам нужно знать о системе в тот момент, когда мы ее разрабатываем.",0.0308,0.0
gigaam_ctc,test_00004.wav,потому что по айдишнику клиента уже можно было как то вот эту пачку транзакций связать из разных микросервисов,потому что по айдишнику клиента уже можно было как то вот эту пачку транзакций связать из разных микросервисов,потому что по ID клиенту уже можно было как-то вот эту пачку транзакций связать из разных микросервисов,0.0,0.1111
gigaam_ctc,test_00005.wav,ну и еще вопрос такой важный лицензирования openstt недоступен для построения коммерческих моделей только академических а у голоса sberdevices golos там нету никаких ограничений фактически это лицензия близкая к creative commons share alike лицензии как это формулируется и это хорошо,ну и еще вопрос такой важный лицензирование опнстт недоступен для построения коммерческих моделей только академических а у голоса сбердевайсис голос там нету никаких ограничений фактически это лицензия близкая к креатив комманс шере лайк лицензия по любому формулируется это хорошо,"ну и еще вопрос такой важный: лицензирование, опенсорс, недоступно для построения коммерческих моделей, только для академических. А у голоса СберДевайсис голос там нету никаких ограничений, фактически это лицензия, близкая к креатив коммонс share-like лицензия. По любому формулируется это хорошо.",0.3,0.325
gigaam_ctc,test_00006.wav,мой любимый фокус observability мы понимаем когда системе станет плохо грубо говоря в два часа ночи ваша система упадет с отказом по памяти будьте готовы к этому пожалуйста вот это и есть observability это один ее аспект а второй аспект который для меня на самом деле самый важный обычно мы не знаем что нам нужно знать о системе в тот момент когда мы ее разрабатываем,мой любимый фокус обзеробирити мы понимаем когда системе станет плохо грубо говоря в два часа ночи ваша система упадет с отказом по памяти будьте готовы к этому пожалуйста вот это и есть обзеробирити это один ее аспект а второй аспект который для меня на самом деле самый важный обычно мы не знаем что нам нужно знать о системе в тот момент когда мы ее разрабатываем,"мой любимый фокус observability мы понимаем когда системе станет плохо, грубо говоря, в два часа ночи ваша система упадет с отказом по памяти, будьте готовы к этому, пожалуйста. Вот это и есть observability, это один ее аспект, а второй аспект, который для меня на самом деле самый важный, обычно мы не знаем, что нам нужно знать о системе в тот момент, когда мы ее разрабатываем.",0.0308,0.0
gigaam_ctc,test_00007.wav,вот это первый сигнал его некомпетентности самый правильный способ если у вас там что либо заболело вообще что либо это провести диагностику и попробовать вылечить через упражнения,вот это первый сигнал его некомпетентности самый правильный способ если у вас там что либо заболел вообще что либо это провести диагностику и попробовать вылечить через упражнения,"Вот это первый сигнал его некомпетентности. Самый правильный способ, если у вас там что-либо заболело, вообще что-либо, это провести диагностику и попробовать вылечить через упражнения.",0.037,0.0
gigaam_ctc,test_00008.wav,и вот изначально наша система координат была такова что вот эти клеточки они одинакового размера но потом выяснилось что на самом деле мы расстояние воспринимаем так что чем дальше они от нас эти горы тем расстояние на одну клеточку меньше для нас важно чем вблизи,и вот изначально наша система координат была такова что вот эти клеточки они одинакового размера но потом выяснилось что на самом деле мы расстояние воспринимаем так что чем дальше они от нас эти горы тем расстояние на одну клеточку меньше для нас важно чем вблизи,"и вот изначально наша система координат была такова, что вот эти клеточки они одинакового размера, но потом выяснилось, что на самом деле мы расстояние воспринимаем так, что чем дальше они от нас, эти горы, тем расстояние на одну клеточку меньше для нас важно, чем вблизи.",0.0,0.0
gigaam_ctc,test_00009.wav,они просто про разработку и про то как он решает задачи в основном там ruby python чуть чуть shell а однако те подходы которые он использует можно перевести и на свою повседневную жизнь и также на destroyallsoft com есть раздел с выступлениями гарри там есть очень полезный доклад который я всем рекомендую он называется boundaries,они просто про разработку и про то как он решает задачи в основном там руби петон чуть чуть шела однако те подходы которые он использует можно перенести и на свою повседневную жизнь и также на дестрой ософтвэй точка ком есть раздел с выступлениями гари там есть очень полезный доклад который я всем рекомендую называется баундерис,"они просто про разработку и про то, как он решает задачи. В основном там руби, петон, чуть-чуть шелл. Однако те подходы, которые он использует, можно перенести и на свою повседневную жизнь, и также на destroy-software.com есть раздел с выступлениями Гари. Там есть очень полезный доклад, который я всем рекомендую. Он называется «Boundaries».",0.2182,0.1455
gigaam_ctc,test_00010.wav,и ты такой а тебе приходится делать какие то телодвижения руками потом если у тебя этой связки нет чтобы вытащить информацию,и ты такой а тебе приходится делать какие то телодвижения руками потом если у тебя этой связки нет чтобы вытащить информацию,"И ты такой, а тебе приходится делать какие-то телодвижения руками потом, если у тебя этой связки нет, чтобы вытащить информацию.",0.0,0.0
gigaam_ctc,test_00011.wav,и мне кажется абсолютно все замечали что детские крики раздражают там и ты на них обращаешь внимание намного сильнее чем какие то низкие частоты здесь кажется то что ну наверное из этого следует что высокие частоты мы слышим там и распознаем лучше чем например низкие,и мне кажется абсолютно все замечали что детские крики раздражают там и ты на них обращаешь внимание намного сильнее чем какие то низкие частоты здесь кажется то что ну наверное из этого следует что высокие частоты мы слышим там и распознаем лучше чем например низкие,"И мне кажется абсолютно все замечали, что детские крики раздражают, там и ты на них обращаешь внимание намного сильнее, чем какие-то низкие частоты. Здесь кажется, то, что, ну, наверное, из этого следует, что высокие частоты мы слышим там и распознаем лучше, чем, например, низкие.",0.0,0.0
gigaam_ctc,test_00012.wav,хардкорный доклад самый человек занимается криптографией на swift е поэтому там можно ожидать многих интересных фичей технических деталей но по прежнему из за того что два дня и три треда всегда можно будет найти что посмотреть на том же русском языке если у нас будут такие гости,харкорный доклад сам человек занимается криптографией на свифте поэтому там можно ожидать многих интересных технических деталей но по прежнему из за того что два дня и три треда всегда можно будет найти что посмотреть на том же русском языке если у нас будут такие гости,"хардкорный доклад. Сам человек занимается криптографией на Swift, поэтому там можно ожидать многих интересных технических деталей. Но по прежнему, из-за того, что два дня и три трека, всегда можно будет найти что посмотреть на том же русском языке, если у нас будут такие гости.",0.1064,0.0851
gigaam_ctc,test_00013.wav,ну или даже больше у меня могло быть три часа нагрузки три часа бега в сутках это уже много я там действительно мог бургер съесть так что тут тоже если вы захотите потом уже профессионально еще сильнее упарываться то возможно там уже можно будет и забить на питание мне кажется,ну или даже больше у меня могло быть три часа нагрузки три часа бега в сутках это уже много я там действительно мог бургер съесть так что тут тоже если вы захотите потом уже профессионально еще сильнее упариваться то возможно там уже можно будет и забить на питание мне кажется,"ну или даже больше у меня могло быть три часа нагрузки, три часа бега в сутках, это уже много. Я там действительно мог бургер съесть, так что тут тоже. Если вы захотите потом уже профессионально еще сильнее упариваться, то возможно там уже можно будет и забить на питание, мне кажется.",0.02,0.02
